"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","471","0.4%",""
"X.ILI.ETR","East Tennessee Region","4","7","9","1574","0.6%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","7","1346","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","0","584","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","3","6","15","249","6.0%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","1","665","0.2%",""
"X.ILI.NER","Northeast Region","2","3","4","133","3.0%","higher"
"X.ILI.SCR","South Central Region","3","3","0","208","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","169","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","285","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","2","356","0.6%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","164","0.0%",""
