"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","699","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","1556","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","4","0","381","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","5","11","0","458","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","9","12","6","1019","0.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","301","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","171","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","175","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","158","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","302","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","495","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","268","0.0%",""
