"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","1","378","0.3%",""
"X.ILI.ETR","East Tennessee Region","7","7","17","2366","0.7%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","50","938","5.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","2","807","0.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","10","10","1269","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","73","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","49","1076","4.6%","higher"
"X.ILI.NER","Northeast Region","1","3","0","271","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","281","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","6","984","0.6%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","195","0.5%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","3","919","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","302","0.0%","lower"
