"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","437","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","0","376","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","751","0.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","0","454","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","4","11","0","521","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","131","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","0","875","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","584","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","311","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","337","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","239","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","459","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","433","0.0%",""
