"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","775","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","7","1854","0.4%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","3","591","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","10","11","3","986","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","7","1060","0.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","537","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","190","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","272","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","275","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","355","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","563","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","330","0.0%",""
