"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","77","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","1","3162","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","772","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","9","0","591","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","157","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","369","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","222","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","218","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","468","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","128","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","666","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","327","0.0%",""
