"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","455","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","2","2696","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","512","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1111","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","1","465","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","569","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","372","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","97","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","195","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","508","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","323","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","366","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","226","0.0%",""
