"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","188","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","6","2762","0.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","3","530","0.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","2","2033","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","2","268","0.8%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","154","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","1","625","0.2%",""
"X.ILI.NER","Northeast Region","2","2","0","185","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","190","0.5%",""
"X.ILI.SER","Southeast Region","5","5","0","843","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","343","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","568","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","337","0.0%",""
