"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","616","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","91","2461","3.7%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","3","21","1715","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","9","11","15","1234","1.2%",""
"X.ILI.MSR","Shelby County (Memphis)","7","12","30","1095","2.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","15","662","2.3%",""
"X.ILI.NER","Northeast Region","4","4","0","347","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","2","277","0.7%",""
"X.ILI.SER","Southeast Region","4","4","1","429","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","391","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","372","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","270","0.0%","lower"
