"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","1","569","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","40","3760","1.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","37","1131","3.3%",""
"X.ILI.KKR","Knoxville-Knox County","3","5","110","994","11.1%","higher"
"X.ILI.MCR","Mid-Cumberland Region","11","10","33","1329","2.5%",""
"X.ILI.MSR","Shelby County (Memphis)","1","3","0","75","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","5","86","1444","6.0%","higher"
"X.ILI.NER","Northeast Region","2","3","0","592","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","286","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","16","895","1.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","354","0.6%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","8","693","1.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","6","594","1.0%","lower"
