"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","532","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","73","1880","3.9%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","3","11","814","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","3","557","0.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","12","60","1098","5.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","3","373","0.8%",""
"X.ILI.NER","Northeast Region","3","5","1","300","0.3%","lower"
"X.ILI.SCR","South Central Region","2","3","0","170","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","7","444","1.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","2","4","0","297","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","253","0.0%","lower"
