"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","5","292","1.7%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","195","2212","8.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","11","429","2.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","65","1656","3.9%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","21","765","2.8%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","53","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","41","930","4.4%",""
"X.ILI.NER","Northeast Region","3","3","3","269","1.1%","lower"
"X.ILI.SCR","South Central Region","3","3","0","202","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","20","649","3.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","265","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","4","525","0.8%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","279","0.7%","lower"
