"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","414","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","8","3","860","0.4%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","0","510","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1135","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","2","606","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","1","140","0.7%","higher"
"X.ILI.NER","Northeast Region","3","3","0","272","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","207","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","157","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","452","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","543","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","335","0.0%",""
