"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","448","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","3","3083","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","43","838","5.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","3","711","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","0","403","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","546","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","14","1263","1.1%",""
"X.ILI.NER","Northeast Region","2","3","0","257","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","277","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","688","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","510","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","346","0.0%",""
