"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","370","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","0","1171","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","8","852","0.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","1","891","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","1","461","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","3","9","1","655","0.2%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","73","0.0%",""
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","246","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","28","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","231","0.0%",""
"X.ILI.WTR","West Tennessee Region","3","6","0","294","0.0%",""
