"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","444","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1852","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","2","447","0.5%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","592","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","11","0","109","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","10","0","339","0.0%",""
"X.ILI.NER","Northeast Region","4","5","1","399","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","189","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","153","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","289","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","592","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","335","0.0%",""
