"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","859","0.1%",""
"X.ILI.ETR","East Tennessee Region","5","7","19","1598","1.2%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","3","481","0.6%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","8","1629","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","0","732","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","65","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","0","648","0.0%",""
"X.ILI.NER","Northeast Region","3","3","2","224","0.9%",""
"X.ILI.SCR","South Central Region","3","3","0","170","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","344","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","380","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","1","4","0","202","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","269","0.0%",""
