"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","624","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","47","1424","3.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","4","410","1.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","8","1399","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","9","11","9","1065","0.9%",""
"X.ILI.MSR","Shelby County (Memphis)","1","12","1","25","4.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","3","886","0.3%","lower"
"X.ILI.NER","Northeast Region","2","3","0","141","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","215","0.5%",""
"X.ILI.SER","Southeast Region","2","5","0","291","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","245","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","283","0.0%",""
