"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","10","596","1.7%","lower"
"X.ILI.ETR","East Tennessee Region","7","9","302","2719","11.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","45","655","6.9%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","28","633","4.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","14","38","964","3.9%","lower"
"X.ILI.MSR","Shelby County (Memphis)","3","4","15","289","5.2%",""
"X.ILI.NDR","Nashville-Davidson County","7","11","129","1554","8.3%","higher"
"X.ILI.NER","Northeast Region","5","5","6","409","1.5%","lower"
"X.ILI.SCR","South Central Region","3","3","1","111","0.9%","lower"
"X.ILI.SER","Southeast Region","3","4","27","471","5.7%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","3","46","407","11.3%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","468","0.6%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","371","0.5%","lower"
