"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","3","611","0.5%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","87","2462","3.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","108","551","19.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","18","1545","1.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","4","349","1.2%",""
"X.ILI.MSR","Shelby County (Memphis)","7","12","11","886","1.2%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","10","886","1.1%","lower"
"X.ILI.NER","Northeast Region","4","5","0","396","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","1","222","0.5%","lower"
"X.ILI.SER","Southeast Region","3","4","2","542","0.4%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","2","617","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","292","0.7%","lower"
