"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","577","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","9","27","1893","1.4%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","11","580","1.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","6","14","1","722","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","1","4","2","175","1.1%",""
"X.ILI.NDR","Nashville-Davidson County","4","11","6","944","0.6%",""
"X.ILI.NER","Northeast Region","2","5","2","224","0.9%",""
"X.ILI.SCR","South Central Region","3","3","1","142","0.7%",""
"X.ILI.SER","Southeast Region","2","4","0","356","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","365","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","224","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","191","0.0%",""
