"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","593","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","40","1806","2.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","93","617","15.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","15","1662","0.9%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","11","2","621","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","4","843","0.5%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","0","975","0.0%","lower"
"X.ILI.NER","Northeast Region","4","5","1","314","0.3%",""
"X.ILI.SCR","South Central Region","3","3","1","260","0.4%",""
"X.ILI.SER","Southeast Region","4","4","0","491","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","311","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","2","627","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","3","360","0.8%",""
