"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","372","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","0","578","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","2","430","0.5%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","15","0","708","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","809","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","10","2","288","0.7%","higher"
"X.ILI.NER","Northeast Region","3","5","0","288","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","199","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","91","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","341","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","455","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","304","0.0%",""
