"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","565","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","25","3024","0.8%",""
"X.ILI.JMR","Jackson-Madison County","1","1","13","950","1.4%",""
"X.ILI.KKR","Knoxville-Knox County","2","5","4","251","1.6%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","17","1146","1.5%",""
"X.ILI.MSR","Shelby County (Memphis)","1","3","1","68","1.5%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","24","776","3.1%","higher"
"X.ILI.NER","Northeast Region","3","3","1","635","0.2%","lower"
"X.ILI.SCR","South Central Region","2","3","0","227","0.0%",""
"X.ILI.SER","Southeast Region","2","5","1","496","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","320","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","0","323","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","2","594","0.3%",""
