"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","1","240","0.4%",""
"X.ILI.ETR","East Tennessee Region","5","7","19","2319","0.8%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","25","1010","2.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","22","503","4.4%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","12","5","589","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","0","161","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","39","625","6.2%","higher"
"X.ILI.NER","Northeast Region","2","3","0","295","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","2","375","0.5%",""
"X.ILI.SER","Southeast Region","2","5","3","430","0.7%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","602","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","482","0.0%","lower"
