"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","626","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","7","3222","0.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","10","514","2.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","3","1421","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","4","597","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","454","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","6","0","32","0.0%",""
"X.ILI.NER","Northeast Region","2","2","0","207","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","194","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","803","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","2","550","0.4%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","367","0.3%",""
