"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","143","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","10","2240","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","69","805","8.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","9","294","3.1%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","14","770","1.8%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","5","4","154","2.6%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","96","1131","8.5%","higher"
"X.ILI.NER","Northeast Region","1","3","1","257","0.4%","lower"
"X.ILI.SCR","South Central Region","2","3","0","142","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","11","350","3.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","159","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","7","426","1.6%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","236","0.4%","lower"
