"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","480","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","8","4","2291","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","4","431","0.9%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","635","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","4","9","1","175","0.6%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","47","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","21","542","3.9%","higher"
"X.ILI.NER","Northeast Region","2","2","1","248","0.4%",""
"X.ILI.SCR","South Central Region","2","3","0","117","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","408","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","508","0.4%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","1","422","0.2%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","213","0.0%",""
