"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","459","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","76","1568","4.9%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","3","1078","0.3%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","11","6","556","1.1%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","20","916","2.2%",""
"X.ILI.NDR","Nashville-Davidson County","1","6","6","473","1.3%",""
"X.ILI.NER","Northeast Region","3","4","1","124","0.8%",""
"X.ILI.SCR","South Central Region","3","3","0","146","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","278","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","256","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","3","175","1.7%",""
