"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","543","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","9","15","1582","1.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","4","56","7.1%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","14","2","729","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","4","0","164","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","11","6","1093","0.6%",""
"X.ILI.NER","Northeast Region","4","5","3","343","0.9%",""
"X.ILI.SCR","South Central Region","3","3","0","162","0.0%",""
"X.ILI.SER","Southeast Region","2","4","0","132","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","2","16","12.5%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","347","0.3%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","329","0.0%",""
