"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","560","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","13","2697","0.5%",""
"X.ILI.JMR","Jackson-Madison County","1","2","7","504","1.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","13","1710","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","8","875","0.9%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","163","0.0%",""
"X.ILI.NER","Northeast Region","2","3","2","188","1.1%",""
"X.ILI.SCR","South Central Region","3","3","0","167","0.0%",""
"X.ILI.SER","Southeast Region","4","5","3","801","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","647","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","509","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","340","0.0%",""
