"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","751","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","9","2542","0.4%",""
"X.ILI.JMR","Jackson-Madison County","1","1","4","581","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","6","1460","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","3","388","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","232","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","2","213","0.9%",""
"X.ILI.NER","Northeast Region","1","2","0","59","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","184","0.5%",""
"X.ILI.SER","Southeast Region","5","5","0","828","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","328","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","388","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","314","0.3%",""
