"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","1","621","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","13","2139","0.6%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","8","1113","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","8","12","13","1047","1.2%",""
"X.ILI.MSR","Shelby County (Memphis)","5","9","5","975","0.5%",""
"X.ILI.NDR","Nashville-Davidson County","6","6","35","1819","1.9%","higher"
"X.ILI.NER","Northeast Region","2","3","0","267","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","264","0.0%",""
"X.ILI.SER","Southeast Region","3","5","14","527","2.7%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","234","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","5","885","0.6%",""
"X.ILI.WTR","West Tennessee Region","4","6","5","372","1.3%",""
