"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","552","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","2","2363","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","429","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","633","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","1","341","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","108","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","2","158","1.3%","higher"
"X.ILI.NER","Northeast Region","2","3","0","149","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","193","0.0%",""
"X.ILI.SER","Southeast Region","4","5","1","102","1.0%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","361","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","223","0.0%",""
