"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","504","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2925","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","580","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","1","1200","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","0","566","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","160","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","2","285","0.7%","higher"
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","192","0.0%",""
"X.ILI.SER","Southeast Region","5","5","1","464","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","342","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","361","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","300","0.0%",""
