"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","740","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","2","2221","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","1","531","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","9","9","3","1201","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","46","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","6","6","28","2204","1.3%","higher"
"X.ILI.NER","Northeast Region","2","2","0","295","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","137","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","465","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","172","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","2","483","0.4%",""
"X.ILI.WTR","West Tennessee Region","5","6","2","296","0.7%",""
