"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","1","478","0.2%",""
"X.ILI.ETR","East Tennessee Region","7","7","6","3254","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","37","867","4.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","7","1511","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","3","1026","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","68","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","6","21","376","5.6%","higher"
"X.ILI.NER","Northeast Region","2","3","0","303","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","332","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","962","0.1%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","226","0.4%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","2","539","0.4%",""
"X.ILI.WTR","West Tennessee Region","4","6","1","232","0.4%",""
