"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","536","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","8","8","2423","0.3%",""
"X.ILI.JMR","Jackson-Madison County","1","2","4","578","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","1059","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","4","537","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","2","14","0","221","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","7","971","0.7%","higher"
"X.ILI.NER","Northeast Region","3","3","3","182","1.7%","higher"
"X.ILI.SCR","South Central Region","3","3","0","186","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","719","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","349","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","476","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","280","0.4%",""
