"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","334","0.3%",""
"X.ILI.ETR","East Tennessee Region","6","7","50","2198","2.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","4","337","1.2%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","11","939","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","1","440","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","3","0","74","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","4","237","1.7%",""
"X.ILI.NER","Northeast Region","2","3","2","104","1.9%",""
"X.ILI.SCR","South Central Region","3","3","0","113","0.0%",""
"X.ILI.SER","Southeast Region","3","5","2","167","1.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","313","0.3%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","389","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","189","0.0%",""
