"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","4","812","0.5%",""
"X.ILI.ETR","East Tennessee Region","8","8","67","2633","2.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","3","450","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","5","1112","0.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","10","22","933","2.4%","higher"
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","423","0.0%","lower"
"X.ILI.NER","Northeast Region","1","3","0","146","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","196","0.0%",""
"X.ILI.SER","Southeast Region","5","5","2","847","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","366","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","532","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","329","0.0%","lower"
