"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","700","0.1%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","1918","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","1","458","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","2","993","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","1","723","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","4","706","0.6%","higher"
"X.ILI.NER","Northeast Region","2","3","0","123","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","133","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","744","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","332","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","472","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","2","224","0.9%","higher"
