"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","9","850","1.1%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","356","3274","10.9%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","19","584","3.3%","lower"
"X.ILI.KKR","Knoxville-Knox County","4","4","90","1870","4.8%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","20","1019","2.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","4","6","49","1177","4.2%",""
"X.ILI.NER","Northeast Region","3","3","3","322","0.9%","lower"
"X.ILI.SCR","South Central Region","2","3","1","114","0.9%","lower"
"X.ILI.SER","Southeast Region","5","5","24","741","3.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","568","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","0","181","0.0%","lower"
