"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","5","535","0.9%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","103","1954","5.3%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","72","1268","5.7%",""
"X.ILI.MCR","Mid-Cumberland Region","7","15","59","840","7.0%",""
"X.ILI.MSR","Shelby County (Memphis)","8","11","218","1240","17.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","10","38","1405","2.7%","lower"
"X.ILI.NER","Northeast Region","3","5","3","214","1.4%","lower"
"X.ILI.SCR","South Central Region","3","3","0","206","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","15","483","3.1%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","294","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","446","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","5","238","2.1%","lower"
