"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","357","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","2","2432","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","1","652","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","10","10","0","809","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","67","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","1","475","0.2%",""
"X.ILI.NER","Northeast Region","2","3","0","321","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","352","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","501","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","2","663","0.3%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","394","0.0%",""
