"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","3","434","0.7%",""
"X.ILI.ETR","East Tennessee Region","6","7","20","1954","1.0%",""
"X.ILI.JMR","Jackson-Madison County","2","2","11","623","1.8%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","4","16","1109","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","0","432","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","5","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","9","695","1.3%",""
"X.ILI.NER","Northeast Region","1","3","0","109","0.0%",""
"X.ILI.SCR","South Central Region","3","3","2","223","0.9%",""
"X.ILI.SER","Southeast Region","2","5","0","40","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","450","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","541","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","311","0.0%",""
