"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","8","579","1.4%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","54","2895","1.9%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","62","878","7.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","33","729","4.5%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","52","1189","4.4%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","35","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","137","1429","9.6%","higher"
"X.ILI.NER","Northeast Region","3","3","1","539","0.2%","lower"
"X.ILI.SCR","South Central Region","3","3","0","166","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","19","744","2.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","303","0.7%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","12","718","1.7%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","310","0.6%","lower"
