"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","3","520","0.6%",""
"X.ILI.ETR","East Tennessee Region","3","7","28","1135","2.5%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","5","195","2.6%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","23","1263","1.8%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","8","382","2.1%",""
"X.ILI.MSR","Shelby County (Memphis)","4","5","1","392","0.3%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","5","11","566","1.9%",""
"X.ILI.NER","Northeast Region","3","3","2","57","3.5%",""
"X.ILI.SCR","South Central Region","3","3","0","63","0.0%",""
"X.ILI.SER","Southeast Region","3","5","3","303","1.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","97","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","4","0","98","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","115","0.9%",""
