"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","516","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","123","3047","4.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","11","565","1.9%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","10","1741","0.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","10","24","1089","2.2%",""
"X.ILI.MSR","Shelby County (Memphis)","3","10","0","822","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","38","1295","2.9%","higher"
"X.ILI.NER","Northeast Region","2","3","0","180","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","217","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","3","543","0.6%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","315","0.3%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","287","0.3%",""
"X.ILI.WTR","West Tennessee Region","5","6","2","281","0.7%",""
