"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","13","462","2.8%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","242","2209","11.0%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","22","336","6.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","15","627","2.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","5","256","2.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","6","13","192","6.8%",""
"X.ILI.NER","Northeast Region","3","3","3","83","3.6%",""
"X.ILI.SCR","South Central Region","3","3","0","123","0.0%","lower"
"X.ILI.SER","Southeast Region","5","5","36","363","9.9%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","3","215","1.4%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","269","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","186","1.1%","lower"
