"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","4","409","1.0%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","167","2332","7.2%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","22","632","3.5%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","52","1641","3.2%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","4","340","1.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","5","2","65","3.1%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","7","453","1.6%","lower"
"X.ILI.NER","Northeast Region","3","3","2","199","1.0%",""
"X.ILI.SCR","South Central Region","3","3","0","217","0.0%","lower"
"X.ILI.SER","Southeast Region","5","5","10","659","1.5%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","435","0.2%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","5","576","0.9%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","370","0.5%","lower"
