"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","392","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2656","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","927","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","0","475","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","78","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","2","705","0.3%","higher"
"X.ILI.NER","Northeast Region","1","3","0","209","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","313","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","514","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","153","0.7%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","5","0","628","0.0%",""
"X.ILI.WTR","West Tennessee Region","3","6","0","175","0.0%",""
