"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","291","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","1","1704","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","7","15","1","651","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","11","81","1030","7.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","10","2","416","0.5%",""
"X.ILI.NER","Northeast Region","3","5","0","184","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","146","0.0%",""
"X.ILI.SER","Southeast Region","3","5","1","113","0.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","415","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","596","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","327","0.0%","lower"
