"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","2","740","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","103","3419","3.0%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","5","1506","0.3%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","9","5","1176","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","4","1","46","2.2%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","52","1162","4.5%","higher"
"X.ILI.NER","Northeast Region","3","3","2","452","0.4%","lower"
"X.ILI.SCR","South Central Region","3","3","0","244","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","32","911","3.5%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","445","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","5","1027","0.5%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","282","0.0%","lower"
