"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","10","708","1.4%",""
"X.ILI.ETR","East Tennessee Region","8","8","11","3628","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","0","3","409","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","11","1364","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","7","9","5","964","0.5%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","792","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","53","1712","3.1%","higher"
"X.ILI.NER","Northeast Region","2","2","1","263","0.4%",""
"X.ILI.SCR","South Central Region","3","3","1","245","0.4%",""
"X.ILI.SER","Southeast Region","4","4","2","769","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","1","194","0.5%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","524","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","304","0.0%",""
