"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","828","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","27","2074","1.3%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","14","1387","1.0%",""
"X.ILI.MCR","Mid-Cumberland Region","3","11","15","754","2.0%","higher"
"X.ILI.MSR","Shelby County (Memphis)","7","12","29","1018","2.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","5","0","414","0.0%","lower"
"X.ILI.NER","Northeast Region","3","3","3","310","1.0%",""
"X.ILI.SCR","South Central Region","3","3","0","254","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","182","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","353","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","598","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","0","207","0.0%",""
