"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","5","774","0.7%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","99","1576","6.3%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","28","1755","1.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","11","11","828","1.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","112","1536","7.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","18","614","2.9%",""
"X.ILI.NER","Northeast Region","4","5","6","315","1.9%",""
"X.ILI.SCR","South Central Region","3","3","2","195","1.0%",""
"X.ILI.SER","Southeast Region","4","4","10","469","2.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","2","500","0.4%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","249","0.4%","lower"
