"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","7","761","0.9%",""
"X.ILI.ETR","East Tennessee Region","6","7","30","2574","1.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","5","1023","0.5%","lower"
"X.ILI.KKR","Knoxville-Knox County","3","4","6","1325","0.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","12","34","1586","2.1%","higher"
"X.ILI.MSR","Shelby County (Memphis)","4","9","12","349","3.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","6","69","1735","4.0%","higher"
"X.ILI.NER","Northeast Region","2","3","5","302","1.7%",""
"X.ILI.SCR","South Central Region","3","3","0","276","0.0%","lower"
"X.ILI.SER","Southeast Region","3","5","1","498","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","584","0.3%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","10","806","1.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","2","576","0.3%","lower"
