"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","0","676","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","8","3791","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","31","943","3.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","4","10","700","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","12","17","1215","1.4%",""
"X.ILI.MSR","Shelby County (Memphis)","3","9","3","269","1.1%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","35","1490","2.3%","higher"
"X.ILI.NER","Northeast Region","2","3","0","328","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","305","0.0%",""
"X.ILI.SER","Southeast Region","3","5","1","499","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","237","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","5","1086","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","3","557","0.5%",""
