"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","2","800","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","56","3558","1.6%",""
"X.ILI.JMR","Jackson-Madison County","1","1","51","566","9.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","9","1606","0.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","9","1","619","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","4","3","750","0.4%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","65","808","8.0%","higher"
"X.ILI.NER","Northeast Region","3","3","3","510","0.6%","lower"
"X.ILI.SCR","South Central Region","3","3","1","214","0.5%",""
"X.ILI.SER","Southeast Region","4","4","7","550","1.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","368","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","6","505","1.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","363","0.0%","lower"
