"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","498","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","105","2635","4.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","8","532","1.5%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","2","1408","0.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","8","511","1.6%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","2","728","0.3%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","8","1110","0.7%","lower"
"X.ILI.NER","Northeast Region","2","3","0","137","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","221","0.5%",""
"X.ILI.SER","Southeast Region","5","5","10","726","1.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","412","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","6","549","1.1%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","392","0.3%","lower"
