"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","490","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","136","2221","6.1%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","24","1089","2.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","15","6","938","0.6%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","11","105","998","10.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","10","10","820","1.2%","lower"
"X.ILI.NER","Northeast Region","1","5","0","79","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","225","0.0%","lower"
"X.ILI.SER","Southeast Region","3","5","1","366","0.3%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","584","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","316","0.0%","lower"
