"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","681","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","48","3114","1.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","36","466","7.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1550","0.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","9","4","993","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","64","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","20","839","2.4%","higher"
"X.ILI.NER","Northeast Region","2","3","0","143","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","249","0.4%",""
"X.ILI.SER","Southeast Region","3","4","0","408","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","525","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","0","640","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","328","0.0%",""
