"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","526","0.2%",""
"X.ILI.ETR","East Tennessee Region","7","8","20","1931","1.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","3","1671","0.2%","lower"
"X.ILI.KKR","Knoxville-Knox County","4","4","0","385","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","9","1","780","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","4","37","1760","2.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","6","6","0","187","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","236","0.0%",""
"X.ILI.SCR","South Central Region","3","3","7","864","0.8%",""
"X.ILI.SER","Southeast Region","4","4","0","502","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","545","0.2%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","2","367","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","0","0.0%","#DIV/0!"
