"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","2","574","0.3%",""
"X.ILI.ETR","East Tennessee Region","5","7","6","2100","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","14","993","1.4%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","19","1141","1.7%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","11","8","966","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","5","9","1","713","0.1%","lower"
"X.ILI.NDR","Nashville-Davidson County","6","6","28","1706","1.6%","higher"
"X.ILI.NER","Northeast Region","2","3","0","268","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","293","0.0%",""
"X.ILI.SER","Southeast Region","5","5","12","829","1.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","217","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","6","889","0.7%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","415","0.2%",""
